,合约系列,成交量,持仓量,持仓量变化,成交额,行权量,隐含波动率,date
3761,ru2101                        ,12455,19975,-306,3292.808,0,0.252842,2020-09-25
3762,ru2103                        ,64,654,22,5.943,0,0.236208,2020-09-25
3763,ru2104                        ,90,627,14,20.392,0,0.249212,2020-09-25
3764,ru2105                        ,3283,2404,256,1419.309,0,0.233277,2020-09-25
3765,ru2106                        ,48,452,-10,5.981,0,0.233973,2020-09-25
3766,ru2107                        ,14,221,-1,4.548,0,0.241462,2020-09-25
3767,ru2108                        ,2,93,2,0.456,0,0.217526,2020-09-25
3768,ru2109                        ,0,56,0,0.0,0,0.217526,2020-09-25
3769,ru2011                        ,155,782,41,12.604,0,0.220699,2020-09-28
3770,ru2101                        ,6945,20036,61,2133.574,0,0.252417,2020-09-28
3771,ru2103                        ,42,654,0,6.656,0,0.240524,2020-09-28
3772,ru2104                        ,150,580,-47,19.848,0,0.246167,2020-09-28
3773,ru2105                        ,1647,2486,82,817.045,0,0.238198,2020-09-28
3774,ru2106                        ,98,476,24,31.354,0,0.242723,2020-09-28
3775,ru2107                        ,0,221,0,0.0,0,0.242723,2020-09-28
3776,ru2108                        ,1,93,0,0.203,0,0.22802,2020-09-28
3777,ru2109                        ,13,57,1,5.969,0,0.239647,2020-09-28
3778,ru2011                        ,92,796,14,15.501,0,0.283333,2020-09-29
3779,ru2101                        ,8712,20153,117,2573.389,0,0.260346,2020-09-29
3780,ru2103                        ,109,672,18,22.741,0,0.242475,2020-09-29
3781,ru2104                        ,56,574,-6,13.699,0,0.268082,2020-09-29
3782,ru2105                        ,1846,2583,97,819.691,0,0.249376,2020-09-29
3783,ru2106                        ,133,500,24,38.982,0,0.243873,2020-09-29
3784,ru2107                        ,0,221,0,0.0,0,0.243873,2020-09-29
3785,ru2108                        ,1,93,0,0.427,0,0.243796,2020-09-29
3786,ru2109                        ,1,57,0,0.48,0,0.240201,2020-09-29
3787,ru2011                        ,91,833,37,10.673,0,0.247527,2020-09-30
3788,ru2101                        ,8106,20660,507,2354.934,0,0.275847,2020-09-30
3789,ru2103                        ,146,701,29,49.535,0,0.244704,2020-09-30
3790,ru2104                        ,58,589,15,14.464,0,0.260269,2020-09-30
3791,ru2105                        ,2422,2626,43,1331.914,0,0.25379,2020-09-30
3792,ru2106                        ,74,526,26,29.044,0,0.259271,2020-09-30
3793,ru2107                        ,58,237,16,14.398,0,0.249579,2020-09-30
3794,ru2108                        ,5,96,3,2.041,0,0.246532,2020-09-30
3795,ru2109                        ,3,58,1,1.43,0,0.248081,2020-09-30
3796,ru2011                        ,58,818,-15,12.199,0,0.261322,2020-10-09
3797,ru2101                        ,9604,20463,-197,3373.578,0,0.265972,2020-10-09
3798,ru2103                        ,71,733,32,4.53,0,0.254108,2020-10-09
3799,ru2104                        ,81,579,-10,20.713,0,0.25995,2020-10-09
3800,ru2105                        ,2688,2802,176,1464.301,0,0.246722,2020-10-09
3801,ru2106                        ,45,512,-14,17.293,0,0.248632,2020-10-09
3802,ru2107                        ,5,235,-2,2.181,0,0.247834,2020-10-09
3803,ru2108                        ,0,96,0,0.0,0,0.247834,2020-10-09
3804,ru2109                        ,34,63,5,13.791,0,0.232624,2020-10-09
3805,ru2011                        ,94,811,-7,44.789,0,0.327754,2020-10-12
3806,ru2101                        ,12268,21150,687,4834.821,1,0.281445,2020-10-12
3807,ru2103                        ,136,775,42,7.297,0,0.261521,2020-10-12
3808,ru2104                        ,142,615,36,15.362,0,0.270692,2020-10-12
3809,ru2105                        ,2377,3032,230,1574.124,0,0.2501,2020-10-12
3810,ru2106                        ,114,512,0,32.438,0,0.256008,2020-10-12
3811,ru2107                        ,57,242,7,10.272,0,0.251138,2020-10-12
3812,ru2108                        ,6,94,-2,1.357,0,0.243517,2020-10-12
3813,ru2109                        ,11,65,2,3.1,0,0.238614,2020-10-12
3814,ru2011                        ,45,801,-10,10.271,0,0.256427,2020-10-13
3815,ru2101                        ,10322,22092,942,3551.614,0,0.290997,2020-10-13
3816,ru2103                        ,6,771,-4,1.326,0,0.248113,2020-10-13
3817,ru2104                        ,1,616,1,0.062,0,0.260645,2020-10-13
3818,ru2105                        ,2735,3316,284,1615.74,0,0.2398,2020-10-13
3819,ru2106                        ,126,519,7,27.81,0,0.254468,2020-10-13
3820,ru2107                        ,207,285,43,22.401,0,0.24586,2020-10-13
3821,ru2108                        ,10,90,-4,3.885,0,0.243314,2020-10-13
3822,ru2109                        ,21,71,6,3.495,0,0.235822,2020-10-13
3823,ru2011                        ,18,808,7,1.436,0,0.294168,2020-10-14
3824,ru2101                        ,13364,22434,342,5521.844,1,0.290925,2020-10-14
3825,ru2103                        ,28,782,11,3.549,0,0.271077,2020-10-14
3826,ru2104                        ,26,630,14,2.501,0,0.281974,2020-10-14
3827,ru2105                        ,4027,3485,169,2588.489,0,0.235741,2020-10-14
3828,ru2106                        ,68,489,-30,34.0,0,0.240711,2020-10-14
3829,ru2107                        ,11,288,3,3.171,0,0.233756,2020-10-14
3830,ru2108                        ,14,85,-5,7.078,0,0.234346,2020-10-14
3831,ru2109                        ,45,81,10,12.456,0,0.232634,2020-10-14
3832,ru2011                        ,53,805,-3,28.615,0,0.137704,2020-10-15
3833,ru2101                        ,11047,22741,307,3521.814,0,0.29882,2020-10-15
3834,ru2103                        ,46,786,4,10.03,0,0.260916,2020-10-15
3835,ru2104                        ,94,694,64,29.459,0,0.251507,2020-10-15
3836,ru2105                        ,1805,3504,19,1321.358,0,0.233587,2020-10-15
3837,ru2106                        ,7,486,-3,3.429,0,0.241337,2020-10-15
3838,ru2107                        ,0,288,0,0.0,0,0.241337,2020-10-15
3839,ru2108                        ,0,85,0,0.0,0,0.235631,2020-10-15
3840,ru2109                        ,11,88,7,2.619,0,0.235631,2020-10-15
3841,ru2011                        ,93,820,15,13.541,1,0.307972,2020-10-16
3842,ru2101                        ,17414,23646,905,6550.293,1,0.295557,2020-10-16
3843,ru2103                        ,63,797,11,13.184,0,0.257423,2020-10-16
3844,ru2104                        ,34,701,7,14.831,0,0.258593,2020-10-16
3845,ru2105                        ,3969,4031,527,3116.317,0,0.242353,2020-10-16
3846,ru2106                        ,21,495,9,6.732,0,0.235751,2020-10-16
3847,ru2107                        ,23,290,2,8.946,0,0.238563,2020-10-16
3848,ru2108                        ,0,85,0,0.0,0,0.238563,2020-10-16
3849,ru2109                        ,3,88,0,0.382,0,0.239991,2020-10-16
3850,ru2110                        ,2,2,2,1.167,0,0.252344,2020-10-16
3851,ru2011                        ,237,808,-12,43.083,3,0.364625,2020-10-19
3852,ru2101                        ,23830,22745,-901,11315.689,3,0.306776,2020-10-19
3853,ru2103                        ,55,800,3,9.719,0,0.272713,2020-10-19
3854,ru2104                        ,280,741,40,50.753,0,0.274791,2020-10-19
3855,ru2105                        ,6573,4818,787,4995.599,0,0.253927,2020-10-19
3856,ru2106                        ,139,542,47,52.106,0,0.251875,2020-10-19
3857,ru2107                        ,66,323,33,13.61,0,0.26398,2020-10-19
3858,ru2108                        ,7,85,0,2.745,0,0.252188,2020-10-19
3859,ru2109                        ,66,105,17,31.324,0,0.253108,2020-10-19
3860,ru2110                        ,25,24,22,25.709,0,0.246862,2020-10-19
3861,ru2011                        ,129,816,8,19.394,0,0.360715,2020-10-20
3862,ru2101                        ,18732,23684,939,8204.405,1,0.297559,2020-10-20
3863,ru2103                        ,7,799,-1,1.503,0,0.238427,2020-10-20
3864,ru2104                        ,175,802,61,38.204,0,0.273519,2020-10-20
3865,ru2105                        ,4661,5118,300,3700.902,0,0.250858,2020-10-20
3866,ru2106                        ,97,602,60,26.949,0,0.253104,2020-10-20
3867,ru2107                        ,59,354,31,10.892,0,0.252353,2020-10-20
3868,ru2108                        ,19,92,7,5.206,0,0.235995,2020-10-20
3869,ru2109                        ,28,102,-3,9.766,0,0.254063,2020-10-20
3870,ru2110                        ,10,24,0,3.273,0,0.252632,2020-10-20
3871,ru2011                        ,149,809,-7,16.842,4,0.302329,2020-10-21
3872,ru2101                        ,25305,24094,410,13804.747,51,0.309635,2020-10-21
3873,ru2103                        ,64,812,13,12.621,0,0.269701,2020-10-21
3874,ru2104                        ,155,758,-44,29.067,0,0.275058,2020-10-21
3875,ru2105                        ,5589,5428,310,5124.517,0,0.261471,2020-10-21
3876,ru2106                        ,185,545,-57,41.516,0,0.25879,2020-10-21
3877,ru2107                        ,6,358,4,2.914,0,0.258376,2020-10-21
3878,ru2108                        ,0,92,0,0.0,0,0.258376,2020-10-21
3879,ru2109                        ,28,113,11,5.156,0,0.251363,2020-10-21
3880,ru2110                        ,1,25,1,0.781,0,0.249136,2020-10-21
3881,ru2011                        ,16,786,-23,0.914,28,0.38566,2020-10-22
3882,ru2101                        ,20270,24067,-27,9599.192,1,0.313609,2020-10-22
3883,ru2103                        ,41,801,-11,11.02,0,0.335445,2020-10-22
3884,ru2104                        ,50,760,2,6.329,0,0.332387,2020-10-22
3885,ru2105                        ,6093,6233,805,5287.35,0,0.274457,2020-10-22
3886,ru2106                        ,38,527,-18,18.97,0,0.288708,2020-10-22
3887,ru2107                        ,24,364,6,17.558,0,0.25606,2020-10-22
3888,ru2108                        ,0,92,0,0.0,0,0.25606,2020-10-22
3889,ru2109                        ,63,160,47,63.868,0,0.234705,2020-10-22
3890,ru2110                        ,0,25,0,0.0,0,0.234705,2020-10-22
3891,ru2011                        ,46,792,6,5.39,0,0.31704,2020-10-23
3892,ru2101                        ,13182,25003,936,6346.248,4,0.316745,2020-10-23
3893,ru2103                        ,34,815,14,13.65,0,0.273048,2020-10-23
3894,ru2104                        ,33,772,12,8.615,0,0.276172,2020-10-23
3895,ru2105                        ,2331,6168,-65,1764.584,0,0.258082,2020-10-23
3896,ru2106                        ,168,576,49,54.049,0,0.25448,2020-10-23
3897,ru2107                        ,64,378,14,15.005,0,0.257051,2020-10-23
3898,ru2108                        ,5,93,1,0.536,0,0.257417,2020-10-23
3899,ru2109                        ,14,167,7,12.774,0,0.24644,2020-10-23
3900,ru2110                        ,0,25,0,0.0,0,0.24644,2020-10-23
3901,ru2011                        ,184,0,-792,16.313,323,0.322316,2020-10-26
3902,ru2101                        ,21633,25274,271,11649.671,4,0.307789,2020-10-26
3903,ru2103                        ,0,815,0,0.0,0,0.307789,2020-10-26
3904,ru2104                        ,67,791,19,12.116,0,0.27467,2020-10-26
3905,ru2105                        ,6545,6416,248,5216.267,0,0.261207,2020-10-26
3906,ru2106                        ,166,606,30,29.929,0,0.263167,2020-10-26
3907,ru2107                        ,68,378,0,9.581,0,0.249175,2020-10-26
3908,ru2108                        ,5,93,0,0.486,0,0.259096,2020-10-26
3909,ru2109                        ,3,168,1,1.518,0,0.254756,2020-10-26
3910,ru2110                        ,0,25,0,0.0,0,0.254756,2020-10-26
3911,ru2101                        ,20209,26332,1058,12886.822,8,0.333473,2020-10-27
3912,ru2103                        ,27,823,8,19.353,0,0.252473,2020-10-27
3913,ru2104                        ,67,825,34,46.938,0,0.275515,2020-10-27
3914,ru2105                        ,4761,7045,629,4145.456,0,0.275308,2020-10-27
3915,ru2106                        ,116,594,-12,39.954,0,0.27568,2020-10-27
3916,ru2107                        ,39,377,-1,6.206,0,0.277355,2020-10-27
3917,ru2108                        ,70,107,14,10.518,0,0.260823,2020-10-27
3918,ru2109                        ,35,183,15,5.212,0,0.261527,2020-10-27
3919,ru2110                        ,3,27,2,0.46,0,0.263579,2020-10-27
3920,ru2101                        ,31866,28040,1708,23341.109,20,0.361127,2020-10-28
3921,ru2103                        ,253,913,90,38.295,0,0.290444,2020-10-28
3922,ru2104                        ,122,863,38,17.687,0,0.304345,2020-10-28
3923,ru2105                        ,4605,7019,-26,5498.893,17,0.281297,2020-10-28
3924,ru2106                        ,77,577,-17,11.721,0,0.281493,2020-10-28
3925,ru2107                        ,123,361,-16,19.53,0,0.284823,2020-10-28
3926,ru2108                        ,79,138,31,11.551,0,0.278647,2020-10-28
3927,ru2109                        ,107,218,35,31.568,0,0.280919,2020-10-28
3928,ru2110                        ,10,28,1,19.31,0,0.282536,2020-10-28
3929,ru2101                        ,34396,27719,-321,23321.779,24,0.380051,2020-10-29
3930,ru2103                        ,327,906,-7,194.833,0,0.310703,2020-10-29
3931,ru2104                        ,279,890,27,64.15,0,0.324707,2020-10-29
3932,ru2105                        ,6092,7211,192,6472.766,49,0.299977,2020-10-29
3933,ru2106                        ,50,581,4,15.881,0,0.323419,2020-10-29
3934,ru2107                        ,114,383,22,11.3,0,0.341158,2020-10-29
3935,ru2108                        ,58,158,20,13.352,0,0.321201,2020-10-29
3936,ru2109                        ,70,229,11,26.802,0,0.303023,2020-10-29
3937,ru2110                        ,11,38,10,3.919,0,0.295051,2020-10-29
3938,ru2101                        ,34321,29051,1332,20830.999,60,0.371011,2020-10-30
3939,ru2103                        ,148,902,-4,48.364,0,0.309666,2020-10-30
3940,ru2104                        ,119,923,33,34.569,0,0.318509,2020-10-30
3941,ru2105                        ,4739,7400,189,4655.959,4,0.2951,2020-10-30
3942,ru2106                        ,39,599,18,9.378,0,0.319065,2020-10-30
3943,ru2107                        ,24,389,6,7.293,0,0.30635,2020-10-30
3944,ru2108                        ,16,166,8,3.359,0,0.313244,2020-10-30
3945,ru2109                        ,9,234,5,1.944,0,0.299496,2020-10-30
3946,ru2110                        ,0,38,0,0.0,0,0.299496,2020-10-30
3947,ru2101                        ,23362,31221,2170,11925.534,1,0.389259,2020-11-02
3948,ru2103                        ,216,948,46,47.026,0,0.30536,2020-11-02
3949,ru2104                        ,61,947,24,12.495,0,0.31683,2020-11-02
3950,ru2105                        ,4162,7383,-17,3478.885,0,0.301677,2020-11-02
3951,ru2106                        ,75,623,24,20.397,0,0.295013,2020-11-02
3952,ru2107                        ,82,420,31,28.528,0,0.300169,2020-11-02
3953,ru2108                        ,26,159,-7,5.343,0,0.304438,2020-11-02
3954,ru2109                        ,18,237,3,7.633,0,0.292514,2020-11-02
3955,ru2110                        ,11,46,8,8.28,0,0.290666,2020-11-02
3956,ru2101                        ,16654,31394,173,8042.232,2,0.387391,2020-11-03
3957,ru2103                        ,1363,958,10,466.636,0,0.312122,2020-11-03
3958,ru2104                        ,274,1001,54,49.454,0,0.323629,2020-11-03
3959,ru2105                        ,2453,7596,213,1582.915,0,0.302505,2020-11-03
3960,ru2106                        ,69,619,-4,10.693,0,0.298801,2020-11-03
3961,ru2107                        ,50,427,7,6.571,0,0.295169,2020-11-03
3962,ru2108                        ,66,147,-12,13.688,0,0.293071,2020-11-03
3963,ru2109                        ,44,220,-17,7.724,0,0.287244,2020-11-03
3964,ru2110                        ,10,47,1,4.999,0,0.286784,2020-11-03
3965,ru2101                        ,19881,32811,1417,8403.415,0,0.367308,2020-11-04
3966,ru2103                        ,1573,1109,151,699.682,0,0.309123,2020-11-04
3967,ru2104                        ,152,1009,8,79.117,0,0.322058,2020-11-04
3968,ru2105                        ,2484,7690,94,1615.3,1,0.29917,2020-11-04
3969,ru2106                        ,39,626,7,8.297,0,0.297198,2020-11-04
3970,ru2107                        ,25,431,4,8.341,0,0.303765,2020-11-04
3971,ru2108                        ,0,147,0,0.0,0,0.303765,2020-11-04
3972,ru2109                        ,23,223,3,16.33,0,0.283849,2020-11-04
3973,ru2110                        ,0,47,0,0.0,0,0.283849,2020-11-04
3974,ru2101                        ,18504,33241,430,6995.923,1,0.359927,2020-11-05
3975,ru2103                        ,1291,1112,3,417.872,0,0.288546,2020-11-05
3976,ru2104                        ,138,1052,43,27.11,0,0.317137,2020-11-05
3977,ru2105                        ,3017,8005,315,1712.797,0,0.294818,2020-11-05
3978,ru2106                        ,58,641,15,10.833,0,0.28931,2020-11-05
3979,ru2107                        ,50,431,0,7.366,0,0.288971,2020-11-05
3980,ru2108                        ,23,145,-2,6.755,0,0.284179,2020-11-05
3981,ru2109                        ,228,299,76,233.666,0,0.285148,2020-11-05
3982,ru2110                        ,0,47,0,0.0,0,0.285148,2020-11-05
3983,ru2101                        ,15446,32827,-414,5203.704,0,0.338448,2020-11-06
3984,ru2103                        ,1448,1120,8,492.171,0,0.282426,2020-11-06
3985,ru2104                        ,45,1067,15,11.226,0,0.304191,2020-11-06
3986,ru2105                        ,2969,8137,132,1731.104,0,0.292107,2020-11-06
3987,ru2106                        ,55,651,10,13.776,0,0.288259,2020-11-06
3988,ru2107                        ,66,439,8,5.759,0,0.282127,2020-11-06
3989,ru2108                        ,14,142,-3,3.638,0,0.276581,2020-11-06
3990,ru2109                        ,187,347,48,132.351,0,0.279461,2020-11-06
3991,ru2110                        ,0,47,0,0.0,0,0.279461,2020-11-06
3992,ru2101                        ,29299,33179,352,10047.163,0,0.33061,2020-11-09
3993,ru2103                        ,1110,1134,14,418.372,0,0.282776,2020-11-09
3994,ru2104                        ,138,1119,52,30.168,0,0.300913,2020-11-09
3995,ru2105                        ,4169,8392,255,3415.851,0,0.286733,2020-11-09
3996,ru2106                        ,56,656,5,13.835,0,0.285812,2020-11-09
3997,ru2107                        ,45,458,19,8.213,0,0.277406,2020-11-09
3998,ru2108                        ,52,140,-2,15.978,0,0.262833,2020-11-09
3999,ru2109                        ,444,481,134,361.812,0,0.284849,2020-11-09
4000,ru2110                        ,18,47,0,7.59,0,0.274132,2020-11-09
4001,ru2101                        ,25583,33395,216,8995.604,18,0.335194,2020-11-10
4002,ru2103                        ,865,1125,-9,312.499,0,0.286389,2020-11-10
4003,ru2104                        ,102,1151,32,25.329,0,0.305272,2020-11-10
4004,ru2105                        ,4311,8741,349,2741.678,0,0.301228,2020-11-10
4005,ru2106                        ,30,656,0,7.018,0,0.280902,2020-11-10
4006,ru2107                        ,12,465,7,5.787,0,0.278375,2020-11-10
4007,ru2108                        ,10,143,3,2.932,0,0.283567,2020-11-10
4008,ru2109                        ,306,477,-4,204.343,0,0.276089,2020-11-10
4009,ru2110                        ,25,55,8,12.777,0,0.278349,2020-11-10
4010,ru2101                        ,18053,35120,1725,5700.895,0,0.338666,2020-11-11
4011,ru2103                        ,1041,1186,61,373.313,0,0.281132,2020-11-11
4012,ru2104                        ,29,1158,7,5.752,0,0.309345,2020-11-11
4013,ru2105                        ,5063,9401,660,2945.497,0,0.28814,2020-11-11
4014,ru2106                        ,31,661,5,11.46,0,0.288081,2020-11-11
4015,ru2107                        ,95,472,7,9.647,0,0.271737,2020-11-11
4016,ru2108                        ,4,141,-2,0.482,0,0.25711,2020-11-11
4017,ru2109                        ,261,525,48,154.595,0,0.263021,2020-11-11
4018,ru2110                        ,78,72,17,44.462,0,0.255932,2020-11-11
4019,ru2101                        ,20689,35769,649,6098.524,0,0.333903,2020-11-12
4020,ru2103                        ,371,1178,-8,64.949,0,0.272315,2020-11-12
4021,ru2104                        ,45,1166,8,9.753,0,0.29435,2020-11-12
4022,ru2105                        ,3534,9531,130,2059.816,0,0.283732,2020-11-12
4023,ru2106                        ,6,666,5,1.48,0,0.297697,2020-11-12
4024,ru2107                        ,59,488,16,8.983,0,0.270088,2020-11-12
4025,ru2108                        ,15,149,8,3.466,0,0.249638,2020-11-12
4026,ru2109                        ,131,576,51,90.167,0,0.266001,2020-11-12
4027,ru2110                        ,66,102,30,18.763,0,0.2507,2020-11-12
4028,ru2101                        ,15299,36086,317,4724.254,0,0.330637,2020-11-13
4029,ru2103                        ,698,1179,1,165.903,0,0.290508,2020-11-13
4030,ru2104                        ,27,1160,-6,3.529,0,0.287575,2020-11-13
4031,ru2105                        ,2457,9668,137,1472.282,0,0.279268,2020-11-13
4032,ru2106                        ,30,679,13,7.525,0,0.289355,2020-11-13
4033,ru2107                        ,75,513,25,12.645,0,0.266844,2020-11-13
4034,ru2108                        ,77,179,30,24.11,0,0.259753,2020-11-13
4035,ru2109                        ,120,572,-4,60.365,0,0.264866,2020-11-13
4036,ru2110                        ,34,111,9,9.698,0,0.242045,2020-11-13
4037,ru2101                        ,15771,36994,908,4962.953,0,0.340081,2020-11-16
4038,ru2103                        ,570,1203,24,108.019,0,0.288376,2020-11-16
4039,ru2104                        ,47,1172,12,10.215,0,0.294595,2020-11-16
4040,ru2105                        ,4577,9487,-181,2555.43,0,0.280743,2020-11-16
4041,ru2106                        ,39,692,13,7.793,0,0.258329,2020-11-16
4042,ru2107                        ,50,535,22,17.464,0,0.266943,2020-11-16
4043,ru2108                        ,12,187,8,2.545,0,0.248048,2020-11-16
4044,ru2109                        ,157,571,-1,94.38,0,0.254835,2020-11-16
4045,ru2110                        ,0,111,0,0.0,0,0.254835,2020-11-16
4046,ru2101                        ,16730,37015,21,5720.564,0,0.334411,2020-11-17
4047,ru2103                        ,341,1191,-12,108.405,0,0.293655,2020-11-17
4048,ru2104                        ,47,1176,4,9.87,0,0.283778,2020-11-17
4049,ru2105                        ,2490,9766,279,1653.647,0,0.286507,2020-11-17
4050,ru2106                        ,79,724,32,15.807,0,0.263384,2020-11-17
4051,ru2107                        ,42,551,16,7.818,0,0.263967,2020-11-17
4052,ru2108                        ,26,200,13,4.847,0,0.256055,2020-11-17
4053,ru2109                        ,99,570,-1,67.859,0,0.252759,2020-11-17
4054,ru2110                        ,0,111,0,0.0,0,0.252759,2020-11-17
4055,ru2101                        ,16842,37882,867,4958.292,0,0.338142,2020-11-18
4056,ru2103                        ,181,1179,-12,88.181,0,0.288939,2020-11-18
4057,ru2104                        ,65,1184,8,11.002,0,0.290577,2020-11-18
4058,ru2105                        ,2269,10039,273,1818.643,0,0.279079,2020-11-18
4059,ru2106                        ,9,728,4,2.187,0,0.287677,2020-11-18
4060,ru2107                        ,4,554,3,0.863,0,0.272432,2020-11-18
4061,ru2108                        ,2,202,2,0.486,0,0.257025,2020-11-18
4062,ru2109                        ,27,567,-3,14.18,0,0.257117,2020-11-18
4063,ru2110                        ,0,111,0,0.0,0,0.257117,2020-11-18
4064,ru2101                        ,16291,38786,904,3998.155,1,0.339698,2020-11-19
4065,ru2103                        ,367,1187,8,145.58,0,0.293369,2020-11-19
4066,ru2104                        ,84,1192,8,13.316,0,0.282528,2020-11-19
4067,ru2105                        ,3501,10472,433,2058.82,0,0.297609,2020-11-19
4068,ru2106                        ,3,727,-1,0.803,0,0.30327,2020-11-19
4069,ru2107                        ,11,553,-1,2.957,0,0.286761,2020-11-19
4070,ru2108                        ,0,202,0,0.0,0,0.286761,2020-11-19
4071,ru2109                        ,42,591,24,22.439,0,0.251277,2020-11-19
4072,ru2110                        ,1,110,-1,0.478,0,0.265465,2020-11-19
4073,ru2101                        ,15492,38449,-337,3685.63,0,0.339844,2020-11-20
4074,ru2103                        ,306,1276,89,107.401,0,0.285309,2020-11-20
4075,ru2104                        ,29,1212,20,5.651,0,0.292866,2020-11-20
4076,ru2105                        ,2242,10698,226,1524.162,0,0.288274,2020-11-20
4077,ru2106                        ,0,727,0,0.0,0,0.288274,2020-11-20
4078,ru2107                        ,0,553,0,0.0,0,0.288274,2020-11-20
4079,ru2108                        ,0,202,0,0.0,0,0.260316,2020-11-20
4080,ru2109                        ,27,600,9,11.602,0,0.260316,2020-11-20
4081,ru2110                        ,1,110,0,0.468,0,0.257175,2020-11-20
4082,ru2101                        ,15102,39076,627,3890.169,0,0.338544,2020-11-23
4083,ru2103                        ,780,1437,161,184.292,0,0.294385,2020-11-23
4084,ru2104                        ,22,1210,-2,5.81,0,0.303382,2020-11-23
4085,ru2105                        ,3495,10986,288,2029.076,0,0.294145,2020-11-23
4086,ru2106                        ,16,735,8,5.776,0,0.297496,2020-11-23
4087,ru2107                        ,2,555,2,0.88,0,0.294649,2020-11-23
4088,ru2108                        ,0,202,0,0.0,0,0.294649,2020-11-23
4089,ru2109                        ,155,650,50,103.339,0,0.259423,2020-11-23
4090,ru2110                        ,1,109,-1,0.461,0,0.251342,2020-11-23
4091,ru2101                        ,13611,38653,-423,3535.656,0,0.327983,2020-11-24
4092,ru2103                        ,568,1453,16,226.404,0,0.291865,2020-11-24
4093,ru2104                        ,6,1212,2,1.567,0,0.299708,2020-11-24
4094,ru2105                        ,4063,11352,366,2818.882,0,0.291453,2020-11-24
4095,ru2106                        ,0,735,0,0.0,0,0.291453,2020-11-24
4096,ru2107                        ,1,555,0,0.266,0,0.254212,2020-11-24
4097,ru2108                        ,0,202,0,0.0,0,0.254212,2020-11-24
4098,ru2109                        ,81,639,-11,45.699,0,0.258639,2020-11-24
4099,ru2110                        ,2,109,0,0.334,0,0.24897,2020-11-24
4100,ru2101                        ,17686,37756,-897,4621.489,0,0.326254,2020-11-25
4101,ru2103                        ,352,1439,-14,115.835,0,0.301027,2020-11-25
4102,ru2104                        ,33,1216,4,8.129,0,0.299455,2020-11-25
4103,ru2105                        ,3621,11609,257,2600.028,0,0.299568,2020-11-25
4104,ru2106                        ,49,722,-13,7.323,0,0.277675,2020-11-25
4105,ru2107                        ,20,550,-5,2.514,0,0.279659,2020-11-25
4106,ru2108                        ,25,195,-7,4.043,0,0.263421,2020-11-25
4107,ru2109                        ,27,628,-11,15.301,0,0.251592,2020-11-25
4108,ru2110                        ,15,102,-7,3.117,0,0.255319,2020-11-25
4109,ru2101                        ,15493,37303,-453,4649.968,0,0.30407,2020-11-26
4110,ru2103                        ,556,1467,28,219.346,0,0.285665,2020-11-26
4111,ru2104                        ,14,1222,6,2.475,0,0.274311,2020-11-26
4112,ru2105                        ,3265,12246,637,2529.984,0,0.285514,2020-11-26
4113,ru2106                        ,3,719,-3,1.271,0,0.267862,2020-11-26
4114,ru2107                        ,3,551,1,0.509,0,0.272958,2020-11-26
4115,ru2108                        ,0,195,0,0.0,0,0.272958,2020-11-26
4116,ru2109                        ,78,611,-17,36.827,0,0.258103,2020-11-26
4117,ru2110                        ,0,102,0,0.0,0,0.258103,2020-11-26
4118,ru2101                        ,22245,37070,-233,6178.257,30,0.328602,2020-11-27
4119,ru2103                        ,1400,1769,302,298.36,0,0.281583,2020-11-27
4120,ru2104                        ,130,1253,31,36.052,0,0.291045,2020-11-27
4121,ru2105                        ,5101,12742,496,3364.955,0,0.287697,2020-11-27
4122,ru2106                        ,16,730,11,2.719,0,0.274923,2020-11-27
4123,ru2107                        ,27,570,19,5.64,0,0.269575,2020-11-27
4124,ru2108                        ,1,196,1,0.147,0,0.249161,2020-11-27
4125,ru2109                        ,239,711,100,197.59,0,0.263968,2020-11-27
4126,ru2110                        ,1,103,1,0.144,0,0.250357,2020-11-27
4127,ru2101                        ,34494,34965,-2105,11233.634,32,0.358095,2020-11-30
4128,ru2103                        ,1198,1797,28,300.813,0,0.298543,2020-11-30
4129,ru2104                        ,116,1215,-38,48.401,0,0.308001,2020-11-30
4130,ru2105                        ,8015,13207,465,6663.966,1,0.290647,2020-11-30
4131,ru2106                        ,173,778,48,77.457,0,0.287893,2020-11-30
4132,ru2107                        ,25,571,1,13.299,0,0.29075,2020-11-30
4133,ru2108                        ,38,211,15,12.027,0,0.263395,2020-11-30
4134,ru2109                        ,111,723,12,72.038,0,0.263242,2020-11-30
4135,ru2110                        ,14,113,10,7.744,0,0.261445,2020-11-30
4136,ru2101                        ,18436,34223,-742,6044.247,9,0.36569,2020-12-01
4137,ru2103                        ,337,1807,10,150.113,0,0.30103,2020-12-01
4138,ru2104                        ,141,1240,25,78.764,0,0.284119,2020-12-01
4139,ru2105                        ,4144,13679,472,3548.37,1,0.288039,2020-12-01
4140,ru2106                        ,44,781,3,21.844,0,0.270703,2020-12-01
4141,ru2107                        ,0,571,0,0.0,0,0.270703,2020-12-01
4142,ru2108                        ,32,215,4,11.986,0,0.267266,2020-12-01
4143,ru2109                        ,114,774,51,75.939,0,0.264445,2020-12-01
4144,ru2110                        ,9,117,4,1.976,0,0.254761,2020-12-01
4145,ru2101                        ,17944,33998,-225,5717.205,10,0.366143,2020-12-02
4146,ru2103                        ,572,1909,102,217.409,0,0.31525,2020-12-02
4147,ru2104                        ,25,1247,7,7.432,0,0.299629,2020-12-02
